ID,vi,surfacetension,radius,cTime,maxDeflection,coefOfRestitution,Density,labcTime,labcoefOfRestitution
20220421142795,-0.249621649,107.0,2.38,4.39,0.3324082925,0.32497299575348837,density,5.01,0.3249538576657743
202204211428857,-0.249621649,107.0,2.38,4.39,0.3324082925,0.32497299575348837,density,5.01,0.3249538576657743
