ID,vi,surfacetension,radius,cTime,maxDeflection,coefOfRestitution,Density,labcTime,labcoefOfRestitution,Viscocity
202209241523587,-0.4971,107.0,2.38,3.35,0.458847776,0.251969735685318,3.2500000000000004,3.95,0.2519603952941049,0.741601375649378
202209241523086,-0.4764,107.0,2.38,3.35,0.4458228462,0.2869836000130186,3.2500000000000004,3.87,0.2869747862538287,0.370800687824689
202209241523363,-0.4971,107.0,2.38,3.35,0.4739697003,0.2986191860859717,3.2500000000000004,3.91,0.29861046838750616,0.370800687824689
202209241523675,-0.4764,107.0,2.38,3.35,0.449463912,0.2752159953221029,3.2500000000000004,3.91,0.2752065035814366,0.5562010317370336
202209241523745,-0.4971,107.0,2.38,3.35,0.4667642774,0.27213324432953434,3.2500000000000004,3.91,0.2721245266310686,0.5562010317370336
202209241523132,-0.4764,107.0,2.38,3.35,0.4490580285,0.26644416995849535,3.2500000000000004,3.95,0.266434000236353,0.6489012036932058
202209241523661,-0.4971,107.0,2.38,3.35,0.4627744979,0.2597787253764825,3.2500000000000004,3.95,0.25976938498526936,0.6489012036932058
202209241523148,-0.4764,107.0,2.38,3.39,0.4472631916,0.26211703935341824,3.2500000000000004,3.95,0.2621075476127521,0.6952512896712919
202209241523866,-0.4971,107.0,2.38,3.35,0.4608153223,0.25703418045964654,3.2500000000000004,3.95,0.25702484006843346,0.6952512896712919
202209241523424,-0.4764,107.0,2.38,3.35,0.4463623769,0.2576460445278977,3.2500000000000004,3.95,0.2576358748057554,0.7184263326603351
202209241523991,-0.4971,107.0,2.38,3.35,0.4598325362,0.2520920808176703,3.2500000000000004,3.95,0.2520827404264572,0.7184263326603351
20220924152313,-0.4764,107.0,2.38,3.39,0.4459111675,0.25495319374182235,3.2500000000000004,3.99,0.25494302401968005,0.7300138541548564
202209241523076,-0.4971,107.0,2.38,3.35,0.4593403956,0.2522066132636926,3.2500000000000004,3.95,0.25219727287247945,0.7300138541548564
202209241523794,-0.4764,107.0,2.38,3.39,0.445685368,0.25500108865538795,3.2500000000000004,3.99,0.25499091893324566,0.7358076149021172
20220924152382,-0.4971,107.0,2.38,3.35,0.4590941448,0.2522615117120104,3.2500000000000004,3.95,0.2522521713207972,0.7358076149021172
202209241523086,-0.4764,107.0,2.38,3.39,0.4455724203,0.2550244788167167,3.2500000000000004,3.99,0.25501430909457445,0.7387044952757477
202209241524793,-0.4971,107.0,2.38,3.35,0.458970975,0.2522883720027944,3.2500000000000004,3.95,0.2522790316115813,0.7387044952757477
202209241529218,-0.4764,107.0,2.38,3.355,0.4598009263,0.3371393519767122,3.2500000000000004,3.795,0.33713189418047457,0.0
202209241529017,-0.4971,107.0,2.38,3.355,0.4820223911,0.34304506652061006,3.2500000000000004,3.835,0.34303759420763946,0.0
202209241529771,-0.4764,107.0,2.38,3.39,0.4454594409,0.2550474985684185,3.2500000000000004,3.99,0.2550373288462762,0.741601375649378
202209241529842,-0.4971,107.0,2.38,3.35,0.458847776,0.251969735685318,3.2500000000000004,3.95,0.2519603952941049,0.741601375649378
202209241529821,-0.4764,107.0,2.38,3.35,0.4458228462,0.2869836000130186,3.2500000000000004,3.87,0.2869747862538287,0.370800687824689
202209241529651,-0.4971,107.0,2.38,3.35,0.4739697003,0.2986191860859717,3.2500000000000004,3.91,0.29861046838750616,0.370800687824689
202209241529257,-0.4764,107.0,2.38,3.35,0.449463912,0.2752159953221029,3.2500000000000004,3.91,0.2752065035814366,0.5562010317370336
202209241529821,-0.4971,107.0,2.38,3.35,0.4667642774,0.27213324432953434,3.2500000000000004,3.91,0.2721245266310686,0.5562010317370336
202209241529781,-0.4764,107.0,2.38,3.35,0.4490580285,0.26644416995849535,3.2500000000000004,3.95,0.266434000236353,0.6489012036932058
202209241529501,-0.4971,107.0,2.38,3.35,0.4627744979,0.2597787253764825,3.2500000000000004,3.95,0.25976938498526936,0.6489012036932058
202209241529129,-0.4764,107.0,2.38,3.39,0.4472631916,0.26211703935341824,3.2500000000000004,3.95,0.2621075476127521,0.6952512896712919
202209241529049,-0.4971,107.0,2.38,3.35,0.4608153223,0.25703418045964654,3.2500000000000004,3.95,0.25702484006843346,0.6952512896712919
202209241529166,-0.4764,107.0,2.38,3.35,0.4463623769,0.2576460445278977,3.2500000000000004,3.95,0.2576358748057554,0.7184263326603351
202209241529877,-0.4971,107.0,2.38,3.35,0.4598325362,0.2520920808176703,3.2500000000000004,3.95,0.2520827404264572,0.7184263326603351
202209241529669,-0.4764,107.0,2.38,3.39,0.4459111675,0.25495319374182235,3.2500000000000004,3.99,0.25494302401968005,0.7300138541548564
202209241529713,-0.4971,107.0,2.38,3.35,0.4593403956,0.2522066132636926,3.2500000000000004,3.95,0.25219727287247945,0.7300138541548564
202209241529321,-0.4764,107.0,2.38,3.39,0.445685368,0.25500108865538795,3.2500000000000004,3.99,0.25499091893324566,0.7358076149021172
202209241529022,-0.4971,107.0,2.38,3.35,0.4590941448,0.2522615117120104,3.2500000000000004,3.95,0.2522521713207972,0.7358076149021172
20220924153094,-0.4764,107.0,2.38,3.39,0.4455724203,0.2550244788167167,3.2500000000000004,3.99,0.25501430909457445,0.7387044952757477
202209241530058,-0.4971,107.0,2.38,3.35,0.458970975,0.2522883720027944,3.2500000000000004,3.95,0.2522790316115813,0.7387044952757477
202209241532409,-0.4764,107.0,2.38,3.355,0.4598009263,0.3371393519767122,3.2500000000000004,3.795,0.33713189418047457,0.0
202209241532167,-0.4971,107.0,2.38,3.355,0.4820223911,0.34304506652061006,3.2500000000000004,3.835,0.34303759420763946,0.0
202209241532574,-0.4764,107.0,2.38,3.39,0.4454594409,0.2550474985684185,3.2500000000000004,3.99,0.2550373288462762,0.741601375649378
202209241532868,-0.4971,107.0,2.38,3.35,0.458847776,0.251969735685318,3.2500000000000004,3.95,0.2519603952941049,0.741601375649378
202209241532404,-0.4764,107.0,2.38,3.35,0.4458228462,0.2869836000130186,3.2500000000000004,3.87,0.2869747862538287,0.370800687824689
202209241532305,-0.4971,107.0,2.38,3.35,0.4739697003,0.2986191860859717,3.2500000000000004,3.91,0.29861046838750616,0.370800687824689
202209241532923,-0.4764,107.0,2.38,3.35,0.449463912,0.2752159953221029,3.2500000000000004,3.91,0.2752065035814366,0.5562010317370336
20220924153210,-0.4971,107.0,2.38,3.35,0.4667642774,0.27213324432953434,3.2500000000000004,3.91,0.2721245266310686,0.5562010317370336
202209241532464,-0.4764,107.0,2.38,3.35,0.4490580285,0.26644416995849535,3.2500000000000004,3.95,0.266434000236353,0.6489012036932058
202209241532178,-0.4971,107.0,2.38,3.35,0.4627744979,0.2597787253764825,3.2500000000000004,3.95,0.25976938498526936,0.6489012036932058
202209241532483,-0.4764,107.0,2.38,3.39,0.4472631916,0.26211703935341824,3.2500000000000004,3.95,0.2621075476127521,0.6952512896712919
202209241532248,-0.4971,107.0,2.38,3.35,0.4608153223,0.25703418045964654,3.2500000000000004,3.95,0.25702484006843346,0.6952512896712919
202209241532705,-0.4764,107.0,2.38,3.35,0.4463623769,0.2576460445278977,3.2500000000000004,3.95,0.2576358748057554,0.7184263326603351
202209241533149,-0.4971,107.0,2.38,3.35,0.4598325362,0.2520920808176703,3.2500000000000004,3.95,0.2520827404264572,0.7184263326603351
202209241533627,-0.4764,107.0,2.38,3.39,0.4459111675,0.25495319374182235,3.2500000000000004,3.99,0.25494302401968005,0.7300138541548564
202209241533345,-0.4971,107.0,2.38,3.35,0.4593403956,0.2522066132636926,3.2500000000000004,3.95,0.25219727287247945,0.7300138541548564
202209241533202,-0.4764,107.0,2.38,3.39,0.445685368,0.25500108865538795,3.2500000000000004,3.99,0.25499091893324566,0.7358076149021172
202209241533101,-0.4971,107.0,2.38,3.35,0.4590941448,0.2522615117120104,3.2500000000000004,3.95,0.2522521713207972,0.7358076149021172
202209241533997,-0.4764,107.0,2.38,3.39,0.4455724203,0.2550244788167167,3.2500000000000004,3.99,0.25501430909457445,0.7387044952757477
202209241533026,-0.4971,107.0,2.38,3.35,0.458970975,0.2522883720027944,3.2500000000000004,3.95,0.2522790316115813,0.7387044952757477
